start,end,Progress,duration_sec,Finished,recorded_date,Response_ID,subfield,graduate_yrs,postdoc_yrs,career_teaching,career_R2_R3,career_R1,career_govt,career_industry_datascience,career_communication,career_NGO,career_unsure,publish_before_grad,firstauthor_pubs,coauthor_pubs,pub_wo_PI,lab_feedback,lab_feedback_helped,lab_collab,How is your advisor/PI involved in your writing? (Check all that apply),PI_revisions,hrs_wk_writing,writing_tracking,plan_writing,where_write,Where do you usually write (pre-COVID)? (Check all that apply) - Other (please specify) - Text,writing_tracking,writing_tracking_other,writing_support_group,no_writing_support_group,type_writing_support_group,How did your perspective on writing change through participating in a writing group?,Goal setting,Giving and/or receiving reviews,Collaboration,Camaraderie,Technical writing skills,Less difficulty starting a writing project,Time management,"Overcoming ""perfectionism paralysis""",Overcoming writing anxiety,Overcoming imposter syndrome,Writing quality,Writing output,What are some of the challenges you face with writing (pre-COVID-19)? (Check all that apply),COVID_impact_writing,Has the pandemic impacted the amount of time you have for writing?,Has the pandemic affected your writing productivity?,Has the pandemic impacted your motivation to write?,Has the pandemic affected your participation in writing support groups?,science_writing_open,writing_word,review_open,review_word,US_Canadian_training,gender_identity,first_language_english,first_language_text,first_gen,BIPOC,condition,open_answer,gift_card
4/9/21 17:43,4/9/21 17:50,100,369,TRUE,4/9/21 17:50,R_2D6XbOmCqSNiIIv,Ecology and Evolutionary Biology,2,,1,4,4,10,2,3,10,,Yes,1,2,Yes,Yes,The feedback has helped,No,"Planning (generating ideas),Revising with minor comments",1,3,I set aside large blocks of time before deadlines,0,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with writing accountability/support group,,No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations",No,,,,,Exciting,positive,Challenging,negative,Yes,Male,Yes,,Yes,No,No,,Yes
3/23/21 6:58,3/23/21 7:16,100,1082,TRUE,3/23/21 7:16,R_1IpkZSrTntohjXu,wildlife ecology,6,,9,10,10,9,2,9,8,,Yes,2,,Yes,Yes,The feedback has helped,No,"Revising with many suggestions and comments,Revising with minor comments",5+,18,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",1,"Home (off-campus residence or dormitory),University provided office or lab space",,Electronic note taking applications,,Yes,,"Formal writing course,Formal writing workshop,Peer group",Neutral/no change,No Change,Improved,Improved,Improved,Improved,No Change,No Change,,,No Change,Improved,Improved,I do not receive adequate feedback on my writing,No,,,,,frustrating,negative,challenging,negative,Yes,Female,Yes,,No,No,No,The survey asked very little about the type of feedback received. This is the area I find most frustrating. Heavy edits completed just before deadlines do not help me improve my writing. I understand everyone is strapped for time but how are graduate students to improve their writing without a more iterative process. I'm frustrated because I don't want someone to do it for me but that's what happens anyway.,Yes
3/29/21 15:43,3/29/21 15:52,100,550,TRUE,3/29/21 15:52,R_2VqeA1wTI6gtJBA,Herpetology,6,1,3,7,7,9,6,6,7,8,Yes,2,2,No,No,,No,"Planning (generating ideas),Drafting or outlining,Writing sections of manuscript,Revising with many suggestions and comments,Revising with minor comments",5+,8,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside specific days each week",1,Home (off-campus residence or dormitory),,Electronic note taking applications,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am less motivated to write,,frustrating,negative,challenging,negative,Yes,Female,Yes,,No,No,No,,No
3/19/21 8:40,3/19/21 9:33,100,3174,TRUE,3/19/21 9:33,R_27vBSItQPWA9F66,ecology,1,,5,7,6,9,8,4,10,3,No,,1,No,Yes,The feedback has helped,No,Revising with many suggestions and comments,5+,2,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),On-campus spaces (e.g. graduate student centers, affinity group centers)",,"Electronic spreadsheets,Checking in with advisor or mentor",,Yes,,"Formal writing course,Formal writing workshop,Mentoring program",I like writing more,No Change,Improved,No Change,No Change,Improved,No Change,Improved,No Change,No Change,No Change,Improved,Improved,I get easily distracted whenever I try to write,Yes,I have much more time for writing,I am more productive,I am much more motivated to write,Neutral/no change,motivational,positive,clarifying,positive,No,Female,Yes,,No,Yes,No,,Yes
4/5/21 11:39,4/5/21 11:48,100,524,TRUE,4/5/21 11:48,R_3fTAksgrgi365VW,Molecular Biology,4,,5,5,0,10,7,10,8,,No,1,4,No,Yes,The feedback has helped,No,Revising with many suggestions and comments,5+,5,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"Home (off-campus residence or dormitory),University provided office or lab space",,Checking in with advisor or mentor,,Yes,,"Formal writing course,Peer group",Neutral/no change,Improved,No Change,No Change,Improved,Improved,,No Change,Worsened,Worsened,No Change,Improved,Improved,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am less productive,I am much less motivated to write,I participate less,Stressful,negative,Complex,negative,Yes,,Yes,,,,,"Writing was easy as an undergraduate, because the professors had too many papers to correct the detailed writing errors. In graduate school, every word that I write is scrutinized and it gave me a lot of anxiety about writing.",Yes
4/7/21 9:22,4/7/21 9:29,100,405,TRUE,4/7/21 9:29,R_3qR437PGl7OlPG0,biogeochemistry,4,,3,3,3,10,9,9,8,10,No,1,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,12,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks)",1,"University provided office or lab space,University or public libraries,Coffee shops/restaurants",,"Electronic note taking applications,Physical notebook,Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,"Peer group,Writing retreats, study halls, etc.",I like writing more,Improved,Improved,,Improved,,Improved,Improved,Improved,Improved,Improved,Improved,Improved,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress",Yes,I have less time for writing,I am much less productive,I am much less motivated to write,I participate more,long,negative,complicated,negative,Yes,Female,Yes,,No,No,No,,Yes
4/12/21 11:20,4/12/21 11:36,100,950,TRUE,4/12/21 11:36,R_DSnQAPA8CZNYroB,community health and well-being (in association with environment),5,,6,4,3,8,2,7,9,,No,0,4,No,Yes,The feedback has helped,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5-Mar,6,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside specific days each week,I set aside large blocks of time (e.g., during weekends or breaks)",1,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries",,"Physical notebook,Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,"Formal writing workshop,Peer group,Writing retreats, study halls, etc.",I like writing more,Improved,,No Change,Improved,Improved,Improved,Improved,Improved,Improved,Improved,Improved,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am much less motivated to write,I participate more,daunting,negative,conflicted,negative,Yes,Female,Yes,,No,No,No,,Yes
4/5/21 11:58,4/5/21 12:02,100,262,TRUE,4/5/21 12:02,R_3HOolduvURt2HRO,Wildlife Ecology,3,,2,2,2,10,0,8,9,0,No,1,0,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",5+,7,I do not track or schedule my writing time,0,University provided office or lab space,,I do not track my writing progress,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I get easily distracted whenever I try to write",Yes,Neutral/no change,Neutral/no change,I am much less motivated to write,,difficult,negative,confusing,negative,Yes,Male,Yes,,No,No,No,,Yes
3/22/21 21:55,3/22/21 22:04,100,507,TRUE,3/22/21 22:04,R_2c5BfD5wy5q1t64,Ecology (amphibians),6,2,,10,10,,8,,,,No,,1,No,Yes,The feedback has helped,Yes,"Drafting or outlining,Revising with many suggestions and comments",5-Mar,20,I set aside specific days each week,1,University provided office or lab space,,"Physical notebook,Other (please specify)",White board that keeps track of the manuscripts and where they are (notebook is for specific tasks),Yes,,Formal writing course,I like writing more,No Change,No Change,No Change,No Change,Improved,Improved,No Change,Improved,Improved,Improved,Improved,Improved,I have too many other obligations,Yes,I have more time for writing,I am more productive,I am more motivated to write,Neutral/no change,Hard,negative,Confusing,negative,No,Female,No,,Yes,No,No,It is much better at postdoc level as I am in a lab with adequate support from the PI. During my PhD I got no help and even turned away when I asked for assistance so my writing and confidence got very bad - but then the PI was not very interested in making me pass my PhD. ,No
3/15/21 8:15,3/15/21 8:21,100,378,TRUE,3/15/21 8:21,R_UT5B2Gmm6JMfaN3,Ecology,6,1,7.1,8.6,10,5.7,2.9,4.3,NA,1.4,Yes,6,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5-Mar,5,I set aside large blocks of time before deadlines,0,"Home (off-campus residence or dormitory),University provided office or lab space",,"Physical notebook,Checking in with advisor or mentor",,Yes,,"Formal writing course,Peer group,Writing retreats, study halls, etc.",I like writing more,Improved,Improved,Improved,Improved,Improved,Improved,No Change,Improved,Improved,Improved,Improved,Improved,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am less motivated to write,Neutral/no change,effortful,neutral,constructive,positive,Yes,Female,Yes,,No,No,No,,Yes
4/7/21 19:27,4/7/21 19:38,100,673,TRUE,4/7/21 19:38,R_21mmjBAFRxLuOoA,Ecology and Evolutionary Biology,2,,0,0,0,5,5,10,10,,No,0,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",3-Jan,5,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside specific days each week",1,"University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers)",,"Electronic note taking applications,Checking in with advisor or mentor",,No,"I had no interest in joining a writing group,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am much less productive,I am much less motivated to write,,maddening,negative,constructive,positive,Yes,Female,Yes,,Yes,Yes,No,,Yes
4/12/21 14:23,4/12/21 14:38,100,888,TRUE,4/12/21 14:38,R_3PtouFuuH7nrJz0,Soil Chemistry,5,,10,10,7,6,5,8,6,,No,4,1,No,No,,Yes,"Planning (generating ideas),Revising with minor comments",5-Mar,12,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,University provided office or lab space,,"Physical notebook,Checking in with advisor or mentor",,No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,Neutral/no change,I am less motivated to write,,tiring,negative,constructive,positive,Yes,Female,Yes,,No,No,No,,Yes
4/16/21 9:22,4/16/21 9:29,100,370,TRUE,4/16/21 9:29,R_3gZSRXYTc5m2Lto,Turtle ecologist ,3,,1,1,1,8,3,8,8,10,No,,1,No,Yes,The feedback has helped,No,"Drafting or outlining,Revising with many suggestions and comments",5+,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries",,"Electronic spreadsheets,Physical notebook,Checking in with advisor or mentor",,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have much more time for writing,I am much less productive,I am less motivated to write,Neutral/no change,Painful ,negative,Constructive ,positive,Yes,Male,Yes,,No,No,No,,Yes
4/5/21 12:31,4/5/21 12:39,100,500,TRUE,4/5/21 12:39,R_1gT78tFfndC0w8l,viral ecology and evolution,5,,6,5,4,9,10,8,7,,No,1,5,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with minor comments",3-Jan,2,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),Coffee shops/restaurants",,"Physical notebook,Checking in with advisor or mentor",,Yes,,Formal writing workshop,I like writing more,No Change,Improved,,,No Change,No Change,,Improved,Improved,,Improved,Improved,My perfectionism with writing hinders my progress,Yes,I have more time for writing,I am more productive,Neutral/no change,Neutral/no change,boring,negative,consuming,negative,Yes,Female,Yes,,No,No,No,"My feelings toward writing and motivation are entirely dependent on the project and topic. I am very motivated to write up projects with clear stories and less motivated with complex, descriptive papers.",Yes
3/22/21 14:28,3/22/21 14:34,100,328,TRUE,3/22/21 14:34,R_ONWpfIq0CcZCpqx,Wildlife Biologu,2,,2,8,8,10,8,3,10,,Yes,1,3,Yes,No,,Yes,Revising with minor comments,5-Mar,8,I do not track or schedule my writing time,0,"University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries",,I do not track my writing progress,,No,"I could not find a group to join,I did not know writing support groups existed",,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,I do not receive adequate feedback on my writing,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am less productive,I am less motivated to write,,stressful,negative,convoluted ,negative,Yes,Female,Yes,,Yes,Yes,No,,Yes
